date,division,category,product_code,product,market,platform,channel,customer_code,customer_name,sold_quantity
2025-05-01,N & S,Wi fi extender,A7119160103,AQ Wi Power Dx1,France,Brick & Mortar,Retailer,90011191,Sorefoz,162
2025-05-01,PC,Gaming Laptop,A5621110405,AQ Smash 1,Pakistan,Brick & Mortar,Retailer,90005161,Zone,1
2025-05-01,P & A,Processors,A1421150503,AQ Electron 4 3600 Desktop Processor,Austria,Brick & Mortar,Retailer,90020101,Euronics,3
2025-05-01,P & A,Keyboard,A3119150302,AQ Gamers,Sweden,E-Commerce,Retailer,90019203,Amazon,10
2025-05-01,P & A,Batteries,A3819150203,AQ LION x2,Bangladesh,E-Commerce,Retailer,90010046,Amazon,7
2025-05-01,P & A,MotherBoard,A1819150304,AQ MB Crossx 2,Austria,Brick & Mortar,Retailer,90020098,Electricalsquipo Stores,6
2025-05-01,P & A,MotherBoard,A1618150101,AQ MB Elite,South Korea,Brick & Mortar,Distributor,80007195,Sage,204
2025-05-01,P & A,Graphic Card,A0519150203,AQ Mforce Gen Y,France,Brick & Mortar,Retailer,90011187,Chip 7,10
2025-05-01,P & A,MotherBoard,A1618150103,AQ MB Elite,Poland,-,Retailer,90016175,Argos (Sainsbury's),6 units
2025-05-01,P & A,Keyboard,A3119150302,AQ Gamers,Netherlands,E-Commerce,Direct,70014143,Atliq e Store,15
2025-05-01,P & A,Processors,A1319150401,AQ Electron 5 3600 Desktop Processor,Philiphines,Brick & Mortar,Direct,70006157,AltiQ Exclusive,56
2025-05-01,PC,Gaming Laptop,A5419110207,AQ Gamer 2,Spain,Brick & Mortar,Retailer,90018105,Integration Stores,2
2025-05-01,P & A,Mouse,A2520150506,AQ Maxima Ms,Germany,Brick & Mortar,Retailer,90012033,Digimarket,117
2025-05-01,PC,Personal Desktop,A6018110101,AQ Home Allin1,USA,E-Commerce,Retailer,90022083,Ebay,1
2025-05-01,PC,Business Laptop,A5220110408,AQ BZ Gen Z,India,Brick & Mortar,Retailer,90002005,Lotus,17
2025-05-01,P & A,Keyboard,A3220150405,AQ Lite,Italy,Brick & Mortar,Retailer,90013119,Argos (Sainsbury's),91
2025-05-01,PC,Business Laptop,A5119110302,AQ BZ Gen Y,India,Brick & Mortar,Direct,70002017,AltiQ Exclusive,18
2025-05-01,P & A,Keyboard,A2918150106,AQ Master wired x1,Japan,E-Commerce,Direct,70004070,Atliq e Store,33
2025-05-01,PC,Personal Laptop,A4419110401,AQ Elite,Netherlands,Brick & Mortar,Retailer,90014135,,4
2025-05-01,PC,Business Laptop,A5018110207,AQ BZ Compact,China,Brick & Mortar,Distributor,80001019,Neptune,19
2025-05-01,PC,Business Laptop,A5119110306,AQ BZ Gen Y,Spain,Brick & Mortar,Retailer,90018105,Integration Stores,3 units
2025-05-01,P & A,Processors,A1319150401,AQ Electron 5 3600 Desktop Processor,USA,Brick & Mortar,Retailer,90022079,walmart,28 units
2025-05-01,PC,Business Laptop,A5820110101,AQ BZ Allin1,Poland,E-Commerce,Direct,70016178,Atliq e Store,2
2025-05-01,P & A,Batteries,A3920150304,AQ LION x3,Poland,Brick & Mortar,Retailer,90016175,Argos (Sainsbury's),5
2025-05-01,P & A,Processors,A1119150203,AQ 5000 Series Electron 8 5900X Desktop Processor,Japan,E-Commerce,Retailer,90004067,Amazon,285
2025-05-01,PC,Gaming Laptop,A5721110506,AQ Smash 2,India,Brick & Mortar,Retailer,90002013,Electricalslytical,16
2025-05-01,P & A,Mouse,A2620150602,AQ Qwerty Ms,Newzealand,Brick & Mortar,Retailer,90009130,Logic Stores,75
2025-05-01,N & S,External Solid State Drives,A6219160103,AQ Digit SSD,United Kingdom,Brick & Mortar,Retailer,90021089,Atlas Stores,138
2025-05-01,P & A,Keyboard,A2918150104,AQ Master wired x1,India,Brick & Mortar,Direct,70002017,AltiQ Exclusive,678
2025-05-01,P & A,Graphic Card,A0620150305,AQ Mforce Gen Z,India,Brick & Mortar,Direct,70002017,AltiQ Exclusive,150
2025-05-01,P & A,Keyboard,A2918150101,AQ Master wired x1,Netherlands,Brick & Mortar,Retailer,90014138,Mbit,26
2025-05-01,P & A,Mouse,A2219150206,AQ Master wireless x1 Ms,Japan,Brick & Mortar,Retailer,ZZZ1086,Info Stores,18
2025-05-01,PC,Personal Laptop,A4721110704,AQ GEN Z,Indonesia,Brick & Mortar,Direct,70003181,AltiQ Exclusive,12
2025-05-01,PC,Personal Laptop,A4419110405,AQ Elite,India,Brick & Mortar,Retailer,90002007,Girias,30 units
2025-05-01,P & A,Mouse,A2419150405,AQ Lite Ms,Spain,E-Commerce,Direct,70018115,Atliq e Store,106
2025-05-01,P & A,Mouse,A2520150505,AQ Maxima Ms,Italy,UNKNOWN,Retailer,90013118,Fnac-Darty,114
2025-05-01,P & A,Mouse,A2520150502,AQ Maxima Ms,United Kingdom,Brick & Mortar,Retailer,90021089,Atlas Stores,870
2025-05-01,N & S,Wi fi extender,A7118160101,AQ Wi Power Dx1,Poland,Brick & Mortar,Retailer,90016173,Expert,12
2025-05-01,PC,Business Laptop,A5820110104,AQ BZ Allin1,Germany,Brick & Mortar,Retailer,90012039,Currys (Dixons Carphone),3 units
2025-05-01,P & A,MotherBoard,A2021150503,AQ MB Lito 2,Philiphines,Brick & Mortar,Retailer,90006153,Insight,20
2025-05-01,N & S,USB Flash Drives,A6819160203,AQ Pen Drive DRC,Canada,Brick & Mortar,Retailer,90023022,Nomad Stores,145 units
2025-05-01,P & A,Internal HDD,A0118150103,AQ Dracula HDD â€“ 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache,Sweden,Brick & Mortar,Retailer,90019202,Argos (Sainsbury's),5
2025-05-01,PC,Business Laptop,A5820110102,AQ BZ Allin1,Netherlands,Brick & Mortar,Direct,70014142,AltiQ Exclusive,1
2025-05-01,PC,Business Laptop,A5820110104,AQ BZ Allin1,USA,Brick & Mortar,Retailer,90022075,BestBuy,18
2025-05-01,PC,Personal Laptop,A4419110405,AQ Elite,India,Brick & Mortar,Retailer,90002013,Electricalslytical,27
2025-05-01,N & S,Wi fi extender,A7219160201,AQ Wi Power Dx2,South Korea,Brick & Mortar,Distributor,80007195,Sage,1123
2025-05-01,P & A,Keyboard,A2918150104,AQ Master wired x1,Canada,Brick & Mortar,Retailer,90023025,Premium Stores,193
2025-05-01,P & A,Graphic Card,A0620150303,AQ Mforce Gen Z,United Kingdom,Brick & Mortar,Retailer,90021089,Atlas Stores,27
2025-05-01,PC,Business Laptop,A5820110106,AQ BZ Allin1,Spain,E-Commerce,Direct,70018115,Atliq e Store,4
2025-05-01,PC,Business Laptop,A5219110407,AQ BZ Gen Z,China,E-Commerce,Retailer,90001021,,4
2025-05-01,PC,Gaming Laptop,A5520110308,AQ Gamer 3,Bangladesh,Brick & Mortar,Retailer,90010045,Control,2
2025-05-01,P & A,Batteries,A3920150304,AQ LION x3,Newzealand,Brick & Mortar,Retailer,90009129,Leader,7
2025-05-01,PC,Personal Laptop,A4118110105,AQ Aspiron,Canada,E-Commerce,Retailer,90023030,Amazon,7
2025-05-01,P & A,Mouse,A2721150703,AQ Trigger Ms,Pakistan,Brick & Mortar,Retailer,90005159,Expression,45
2025-05-01,PC,Personal Desktop,A6119110203,AQ HOME Allin1 Gen 2,United Kingdom,Brick & Mortar,Retailer,90021093,Chip 7,1
2025-05-01,P & A,Graphic Card,A0620150306,AQ Mforce Gen Z,Netherlands,Brick & Mortar,Retailer,90014138,Mbit,3
2025-05-01,P & A,Mouse,A2319150304,AQ Gamers Ms,France,Brick & Mortar,Retailer,90011187,Chip 7,132
2025-05-01,P & A,Processors,A1320150402,AQ Electron 5 3600 Desktop Processor,United Kingdom,E-Commerce,Retailer,90021095,Amazon,42 units
2025-05-01,P & A,Keyboard,A3521150705,AQ Trigger,Norway,Brick & Mortar,Retailer,90015149,UniEuro,930
2025-05-01,PC,Personal Laptop,A4218110201,AQ Digit,Spain,Brick & Mortar,Retailer,90018111,,30
2025-05-01,P & A,Keyboard,A2918150103,AQ Master wired x1,Portugal,Brick & Mortar,Retailer,90017053,Info Stores,78
2025-05-01,PC,Personal Laptop,A4419110403,AQ Elite,USA,Brick & Mortar,Retailer,90022077,Radio Shack,15
2025-05-01,PC,Business Laptop,A5119110302,AQ BZ Gen Y,France,Brick & Mortar,Retailer,90011186,Elite,5
2025-05-01,P & A,Mouse,A2520150502,AQ Maxima Ms,France,Brick & Mortar,Retailer,90011185,Epic Stores,222
2025-05-01,P & A,Internal HDD,A0219150201,AQ WereWolf NAS Internal Hard Drive HDD â€“ 8.89 cm,United Kingdom,Brick & Mortar,Retailer,90021089,Atlas Stores,67 units
2025-05-01,P & A,Processors,A1319150401,AQ Electron 5 3600 Desktop Processor,Germany,Brick & Mortar,Direct,70012042,AltiQ Exclusive,23
2025-05-01,PC,Gaming Laptop,A5519110301,AQ Gamer 3,USA,Brick & Mortar,Retailer,90022078,Costco,5
2025-05-01,P & A,Mouse,A2319150302,AQ Gamers Ms,United Kingdom,Brick & Mortar,Retailer,90021089,Atlas Stores,162
2025-05-01,PC,Gaming Laptop,A5419110206,AQ Gamer 2,India,Brick & Mortar,Retailer,90002001,Reliance Digital,10
2025-05-01,P & A,Graphic Card,A0721150401,AQ GT 21,India,Brick & Mortar,Retailer,90002007,Girias,139
2025-05-01,P & A,Keyboard,A3119150303,AQ Gamers,India,Brick & Mortar,Retailer,90002005,Lotus,528
2025-05-01,P & A,Internal HDD,A0321150303,AQ Zion Saga,Germany,E-Commerce,Retailer,90012041,Amazon,35
2025-05-01,P & A,Keyboard,A3119150301,AQ Gamers,Italy,Brick & Mortar,Retailer,90013117,Euronics,17
2025-05-01,PC,Business Laptop,A5119110307,AQ BZ Gen Y,France,Brick & Mortar,Retailer,90011191,Sorefoz,6
2025-05-01,PC,Business Laptop,A5119110307,AQ BZ Gen Y,United Kingdom,UNKNOWN,Retailer,90021095,Amazon,4 units
2025-05-01,P & A,Mouse,A2620150605,AQ Qwerty Ms,USA,Brick & Mortar,Retailer,90022077,Radio Shack,400
2025-05-01,PC,Personal Laptop,A4318110301,AQ Velocity,China,Brick & Mortar,Distributor,80001019,Neptune,20
2025-05-01,PC,Personal Laptop,A4419110403,AQ Elite,Canada,UNKNOWN,Retailer,90023026,Relief,6 units
2025-05-01,PC,Personal Desktop,A6018110104,AQ Home Allin1,India,Brick & Mortar,Direct,70002017,AltiQ Exclusive,2
2025-05-01,P & A,Graphic Card,A0721150402,AQ GT 21,Japan,E-Commerce,Direct,70004070,Atliq e Store,7
2025-05-01,N & S,External Solid State Drives,A6218160102,AQ Digit SSD,Canada,Brick & Mortar,Retailer,90023027,Costco,61 units
2025-05-01,PC,Gaming Laptop,A5419110208,AQ Gamer 2,Bangladesh,Brick & Mortar,Retailer,90010045,Control,2
2025-05-01,PC,Personal Laptop,A4520110507,AQ Gen X,Portugal,Brick & Mortar,Retailer,90017053,Info Stores,1
2025-05-01,P & A,Batteries,A3920150304,AQ LION x3,Japan,Brick & Mortar,Retailer,90004065,Neptune,60
2025-05-01,P & A,Keyboard,A3220150402,AQ Lite,Spain,-,Retailer,90018110,Boulanger,78 units
2025-05-01,P & A,Processors,A1420150502,AQ Electron 4 3600 Desktop Processor,USA,E-Commerce,Direct,70022085,Atliq e Store,82
2025-05-01,P & A,Mouse,A2721150702,AQ Trigger Ms,Columbia,Brick & Mortar,Retailer,90025209,Electricalsbea Stores,16
2025-05-01,PC,Gaming Laptop,A5621110405,AQ Smash 1,Canada,Brick & Mortar,Direct,70023031,AltiQ Exclusive,5
2025-05-01,P & A,Internal HDD,A0118150101,AQ Dracula HDD â€“ 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache,Indonesia,Brick & Mortar,Retailer,90003179,Acclaimed Stores,92
2025-05-01,P & A,Internal HDD,A0118150103,AQ Dracula HDD â€“ 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache,Canada,Brick & Mortar,Retailer,90023025,Premium Stores,135
2025-05-01,P & A,Batteries,A3819150205,AQ LION x2,Germany,Brick & Mortar,Retailer,90012033,Digimarket,8
2025-05-01,N & S,External Solid State Drives,A6219160103,AQ Digit SSD,USA,Brick & Mortar,Retailer,90022071,Acclaimed Stores,515
2025-05-01,PC,Gaming Laptop,A5621110404,AQ Smash 1,France,Brick & Mortar,Retailer,90011187,Chip 7,5
2025-05-01,P & A,Batteries,A3920150302,AQ LION x3,Norway,E-Commerce,Retailer,90015150,Amazon,17
2025-05-01,PC,Gaming Laptop,A5721110506,AQ Smash 2,Poland,Brick & Mortar,Retailer,90016173,Expert,1
2025-05-01,P & A,Mouse,A2118150103,AQ Master wired x1 Ms,Spain,Brick & Mortar,Retailer,90018107,Elite,130
2025-05-01,N & S,External Solid State Drives,A6520160403,AQ Clx2,Brazil,E-Commerce,Retailer,90027207,Amazon,17
2025-05-01,PC,Gaming Laptop,A5721110501,AQ Smash 2,Philiphines,Brick & Mortar,Direct,70006157,AltiQ Exclusive,2
2025-05-01,P & A,Keyboard,A2918150106,AQ Master wired x1,Germany,UNKNOWN,Direct,70012043,Atliq e Store,80 units
2025-05-01,P & A,MotherBoard,A1819150302,AQ MB Crossx 2,Japan,Brick & Mortar,Retailer,90004061,Info Stores,4
2025-05-01,P & A,Processors,A1320150402,AQ Electron 5 3600 Desktop Processor,Poland,Brick & Mortar,Direct,ZZZ7035,AltiQ Exclusive,2
2025-05-01,PC,Gaming Laptop,A5621110404,AQ Smash 1,United Kingdom,Brick & Mortar,Retailer,90021091,Expert,2
2025-05-01,P & A,Batteries,A3718150101,AQ LION x1,India,UNKNOWN,Retailer,90002002,,1035
2025-05-01,P & A,Mouse,A2118150103,AQ Master wired x1 Ms,Australia,Brick & Mortar,Retailer,90008167,Electricalsocity,308
2025-05-01,P & A,Keyboard,A3120150305,AQ Gamers,China,E-Commerce,Retailer,90001021,Taobao,108
2025-05-01,P & A,Keyboard,A2918150106,AQ Master wired x1,Germany,Brick & Mortar,Retailer,90012035,Notebillig,123
2025-05-01,PC,Business Laptop,A5119110305,AQ BZ Gen Y,Portugal,Brick & Mortar,Retailer,90017054,Flawless Stores,30
2025-05-01,N & S,External Solid State Drives,A6520160403,AQ Clx2,Spain,Brick & Mortar,Retailer,90018105,Integration Stores,29
2025-05-01,P & A,MotherBoard,A2020150501,AQ MB Lito 2,Spain,Brick & Mortar,Retailer,90018105,Integration Stores,2
2025-05-01,P & A,MotherBoard,A1718150201,AQ MB Crossx,France,Brick & Mortar,Retailer,90011187,Chip 7,24
2025-05-01,P & A,Mouse,A2720150701,AQ Trigger Ms,Italy,Brick & Mortar,Retailer,90013119,Argos (Sainsbury's),32
2025-05-01,PC,Business Laptop,A4918110102,AQ BZ 101,India,Brick & Mortar,Retailer,90002005,Lotus,26
2025-05-01,P & A,Keyboard,A3521150703,AQ Trigger,South Korea,Brick & Mortar,Direct,70007198,AltiQ Exclusive,316
2025-05-01,PC,Gaming Laptop,A5621110405,AQ Smash 1,Spain,Brick & Mortar,Retailer,90018111,Media Markt,1
2025-05-01,PC,Personal Laptop,A4419110405,AQ Elite,United Kingdom,Brick & Mortar,Retailer,ZZZ1436,Logic Stores,9
2025-05-01,P & A,Mouse,A2219150203,AQ Master wireless x1 Ms,Spain,Brick & Mortar,Retailer,90018109,Chiptec,77
2025-05-01,P & A,Processors,A1319150401,AQ Electron 5 3600 Desktop Processor,Australia,Brick & Mortar,Retailer,90008165,Forward Stores,17 units
2025-05-01,P & A,Mouse,A2118150105,AQ Master wired x1 Ms,Norway,Brick & Mortar,Retailer,90015145,Synthetic,166
2025-05-01,P & A,Batteries,A3920150302,AQ LION x3,France,E-Commerce,Direct,70011194,Atliq e Store,18
2025-05-01,P & A,Internal HDD,A0219150202,AQ WereWolf NAS Internal Hard Drive HDD â€“ 8.89 cm,Australia,Brick & Mortar,Direct,70008169,AltiQ Exclusive,17
2025-05-01,PC,Gaming Laptop,A5621110404,AQ Smash 1,Newzealand,Brick & Mortar,Retailer,90009130,Logic Stores,1
2025-05-01,PC,Business Laptop,A5220110408,AQ BZ Gen Z,Japan,E-Commerce,Direct,70004070,Atliq e Store,1
2025-05-01,PC,Gaming Laptop,A5318110103,AQ Gamer 1,Australia,Brick & Mortar,Direct,70008169,AltiQ Exclusive,60
2025-05-01,P & A,Graphic Card,A0620150303,AQ Mforce Gen Z,India,Brick & Mortar,Retailer,90002013,Electricalslytical,52
2025-05-01,P & A,Mouse,A2620150606,AQ Qwerty Ms,Poland,Brick & Mortar,Retailer,90016173,Expert,11
2025-05-01,P & A,MotherBoard,A1718150201,AQ MB Crossx,Poland,Brick & Mortar,Retailer,90016174,Currys (Dixons Carphone),7
2025-05-01,N & S,Wi fi extender,A7220160203,AQ Wi Power Dx2,Germany,Brick & Mortar,Retailer,90012037,Saturn,100
2025-05-01,P & A,Batteries,A3718150102,AQ LION x1,France,E-Commerce,Direct,ZZZ9802,Atliq e Store,8
2025-05-01,P & A,Batteries,A4021150404,AQ Mx NB,Germany,Brick & Mortar,Retailer,ZZZ4986,Notebillig,11
2025-05-01,N & S,Wi fi extender,A7321160302,AQ Wi Power Dx3,USA,Brick & Mortar,Retailer,90022078,Costco,50
2025-05-01,PC,Gaming Laptop,A5318110105,AQ Gamer 1,Norway,Brick & Mortar,Retailer,90015145,Synthetic,2
2025-05-01,P & A,Mouse,A2319150302,AQ Gamers Ms,Japan,Brick & Mortar,Retailer,90004063,Electricalsbea Stores,12
2025-05-01,PC,Gaming Laptop,A5519110304,AQ Gamer 3,USA,Brick & Mortar,Retailer,90022077,Radio Shack,8
2025-05-01,PC,Personal Laptop,A4218110204,AQ Digit,United Kingdom,E-Commerce,Retailer,ZZZ4131,Amazon,7
2025-05-01,P & A,Internal HDD,A0118150104,AQ Dracula HDD â€“ 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache,Spain,Brick & Mortar,Retailer,90018107,Elite,30
2025-05-01,P & A,Mouse,A2620150601,AQ Qwerty Ms,Canada,Brick & Mortar,Retailer,90023026,Relief,236
2025-05-01,P & A,Internal HDD,A0118150102,AQ Dracula HDD â€“ 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache,India,Brick & Mortar,Retailer,90002005,Lotus,76
2025-05-01,P & A,MotherBoard,A1919150401,AQ MB Lito,Germany,UNKNOWN,Retailer,90012039,Currys (Dixons Carphone),5
2025-05-01,P & A,Batteries,A3819150204,AQ LION x2,Germany,Brick & Mortar,Retailer,90012035,Notebillig,8
2025-05-01,PC,Personal Laptop,A4319110306,AQ Velocity,Portugal,Brick & Mortar,Retailer,90017050,Electricalsara Stores,4
2025-05-01,P & A,Mouse,A2118150103,AQ Master wired x1 Ms,India,Brick & Mortar,Retailer,ZZZ9476,Lotus,179
2025-05-01,N & S,Wi fi extender,A7321160301,AQ Wi Power Dx3,United Kingdom,Brick & Mortar,Retailer,90021089,Atlas Stores,44
2025-05-01,N & S,USB Flash Drives,A6818160201,AQ Pen Drive DRC,Canada,-,Direct,70023031,AltiQ Exclusive,447
2025-05-01,PC,Personal Desktop,A6019110107,AQ Home Allin1,Canada,Brick & Mortar,Retailer,90023027,Costco,1
2025-05-01,P & A,Internal HDD,A0321150303,AQ Zion Saga,India,Brick & Mortar,Retailer,90002011,Atliq Exclusive,182
2025-05-01,P & A,Graphic Card,A0519150205,AQ Mforce Gen Y,Germany,E-Commerce,Retailer,90012041,Amazon,17 units
2025-05-01,P & A,Mouse,A2319150302,AQ Gamers Ms,USA,Brick & Mortar,Retailer,90022077,Radio Shack,104
2025-05-01,P & A,Keyboard,A3220150404,AQ Lite,United Kingdom,E-Commerce,Retailer,90021095,Amazon,39
2025-05-01,PC,Personal Laptop,A4419110404,AQ Elite,Netherlands,E-Commerce,Retailer,90014141,Amazon,3
2025-05-01,P & A,Batteries,A4021150405,AQ Mx NB,Netherlands,Brick & Mortar,Direct,70014142,AltiQ Exclusive,9
2025-05-01,P & A,Mouse,A2520150501,AQ Maxima Ms,Portugal,E-Commerce,Retailer,90017059,Amazon,225
2025-05-01,P & A,Keyboard,A3018150202,AQ Master wireless x1,Austria,Brick & Mortar,Retailer,90020101,Euronics,35
2025-05-01,PC,Personal Laptop,A4419110408,AQ Elite,India,E-Commerce,Retailer,90002010,Ebay,30
2025-05-01,P & A,Mouse,A2419150402,AQ Lite Ms,Austria,E-Commerce,Retailer,90020103,Amazon,8
2025-05-01,PC,Personal Laptop,A4720110701,AQ GEN Z,Italy,Brick & Mortar,Retailer,90013118,Fnac-Darty,1
2025-05-01,PC,Personal Laptop,A4620110605,AQ Gen Y,USA,E-Commerce,Direct,70022085,Atliq e Store,8
2025-05-01,P & A,Keyboard,A3120150306,AQ Gamers,Norway,UNKNOWN,Retailer,90015150,,126
2025-05-01,N & S,External Solid State Drives,A6219160103,AQ Digit SSD,Canada,Brick & Mortar,Retailer,90023022,Nomad Stores,111
2025-05-01,P & A,Mouse,A2520150503,AQ Maxima Ms,Netherlands,Brick & Mortar,Retailer,90014135,Electricalslance Stores,109
2025-05-01,P & A,MotherBoard,A1919150401,AQ MB Lito,Portugal,Brick & Mortar,Retailer,90017049,Premium Stores,8
2025-05-01,P & A,Keyboard,A3320150505,AQ Maxima,USA,-,Retailer,90022071,Acclaimed Stores,558
2025-05-01,P & A,Processors,A1219150301,AQ 5000 Series Ultron 8 5900X Desktop Processor,Indonesia,-,Retailer,90003179,Acclaimed Stores,48
2025-05-01,P & A,Mouse,A2118150102,AQ Master wired x1 Ms,Italy,Brick & Mortar,Retailer,90013117,Euronics,810
2025-05-01,PC,Business Laptop,A5219110406,AQ BZ Gen Z,Newzealand,Brick & Mortar,Direct,70009133,AltiQ Exclusive,1
2025-05-01,P & A,Keyboard,A3120150304,AQ Gamers,South Korea,Brick & Mortar,Distributor,80007195,Sage,683
2025-05-01,P & A,Graphic Card,A0519150205,AQ Mforce Gen Y,Japan,E-Commerce,Retailer,90004067,Amazon,22
2025-05-01,P & A,Batteries,A3818150202,AQ LION x2,Canada,Brick & Mortar,Retailer,90023027,Costco,21 units
2025-05-01,P & A,MotherBoard,A2021150503,AQ MB Lito 2,Italy,Brick & Mortar,Retailer,90013121,Boulanger,15
2025-05-01,PC,Business Laptop,A5119110302,AQ BZ Gen Y,Japan,Brick & Mortar,Retailer,90004062,Flawless Stores,1
2025-05-01,P & A,Mouse,A2219150203,AQ Master wireless x1 Ms,Germany,Brick & Mortar,Retailer,ZZZ2965,Saturn,73
2025-05-01,P & A,Mouse,A2620150601,AQ Qwerty Ms,Portugal,Brick & Mortar,Retailer,90017057,Euronics,39
2025-05-01,PC,Personal Laptop,A4218110203,AQ Digit,India,Brick & Mortar,Retailer,ZZZ4052,Propel,15
2025-05-01,PC,Personal Laptop,A4721110704,AQ GEN Z,United Kingdom,Brick & Mortar,Retailer,90021086,Electricalsquipo Stores,105
2025-05-01,P & A,Keyboard,A3018150202,AQ Master wireless x1,France,Brick & Mortar,Retailer,90011189,UniEuro,69
2025-05-01,P & A,Keyboard,A3320150506,AQ Maxima,India,Brick & Mortar,Retailer,90002001,Reliance Digital,171
2025-05-01,N & S,External Solid State Drives,A6419160302,AQ Clx1,Netherlands,Brick & Mortar,Retailer,90014137,Media Markt,41
2025-05-01,PC,Personal Laptop,A4319110302,AQ Velocity,USA,Brick & Mortar,Retailer,90022079,walmart,13
2025-05-01,P & A,MotherBoard,A1718150202,AQ MB Crossx,France,Brick & Mortar,Retailer,90011191,Sorefoz,510
2025-05-01,P & A,Processors,A1018150103,AQ 5000 Series Electron 9 5900X Desktop Processor,Mexico,E-Commerce,Retailer,90026205,Amazon,6
2025-05-01,P & A,Keyboard,A3220150406,AQ Lite,USA,Brick & Mortar,Retailer,90022073,Control,218
2025-05-01,N & S,External Solid State Drives,A6419160301,AQ Clx1,Austria,Brick & Mortar,Retailer,90020099,Integration Stores,37
2025-05-01,PC,Business Laptop,A5119110305,AQ BZ Gen Y,USA,Brick & Mortar,Retailer,90022078,,8
2025-05-01,P & A,Internal HDD,A0219150201,AQ WereWolf NAS Internal Hard Drive HDD â€“ 8.89 cm,Spain,E-Commerce,Direct,70018115,Atliq e Store,11
2025-05-01,PC,Gaming Laptop,A5419110202,AQ Gamer 2,India,Brick & Mortar,Retailer,90002015,Propel,135
2025-05-01,PC,Personal Laptop,A4218110207,AQ Digit,USA,Brick & Mortar,Retailer,90022075,BestBuy,24
2025-05-01,N & S,Wi fi extender,A7219160201,AQ Wi Power Dx2,United Kingdom,UNKNOWN,Retailer,90021087,Logic Stores,176
2025-05-01,PC,Gaming Laptop,A5419110204,AQ Gamer 2,Australia,UNKNOWN,Retailer,90008167,Electricalsocity,1
2025-05-01,PC,Personal Laptop,A4520110507,AQ Gen X,Pakistan,-,Direct,70005163,Atliq e Store,3 units
2025-05-01,P & A,MotherBoard,A1919150401,AQ MB Lito,Netherlands,Brick & Mortar,Direct,70014142,AltiQ Exclusive,12
2025-05-01,P & A,Keyboard,A3521150701,AQ Trigger,Spain,Brick & Mortar,Retailer,90018111,Media Markt,72
2025-05-01,N & S,Wi fi extender,A7118160101,AQ Wi Power Dx1,Newzealand,Brick & Mortar,Retailer,90009129,Leader,39
2025-05-01,PC,Business Laptop,A5219110402,AQ BZ Gen Z,Germany,Brick & Mortar,Retailer,90012038,Expert,4
2025-05-01,P & A,Mouse,A2319150306,AQ Gamers Ms,Sweden,Brick & Mortar,Retailer,90019201,Expert,14
2025-05-01,P & A,Mouse,A2118150101,AQ Master wired x1 Ms,Italy,Brick & Mortar,Retailer,90013119,Argos (Sainsbury's),1065
2025-05-01,P & A,Mouse,A2419150403,AQ Lite Ms,Germany,Brick & Mortar,Retailer,90012033,Digimarket,123
2025-05-01,P & A,Keyboard,A3119150302,AQ Gamers,Netherlands,E-Commerce,Retailer,90014141,Amazon,76
2025-05-01,P & A,Batteries,A3819150205,AQ LION x2,Portugal,Brick & Mortar,Retailer,90017058,Mbit,9
2025-05-01,PC,Gaming Laptop,A5621110403,AQ Smash 1,Germany,E-Commerce,Retailer,90012041,Amazon,1
2025-05-01,P & A,Processors,A1018150102,AQ 5000 Series Electron 9 5900X Desktop Processor,India,Brick & Mortar,Retailer,90002003,Ezone,50
2025-05-01,PC,Personal Laptop,A4419110403,AQ Elite,Austria,Brick & Mortar,Retailer,90020102,Fnac-Darty,1
2025-05-01,P & A,Batteries,A4020150402,AQ Mx NB,Norway,Brick & Mortar,Direct,70015151,AltiQ Exclusive,4 units
2025-05-01,PC,Business Laptop,A5219110401,AQ BZ Gen Z,USA,E-Commerce,Retailer,90022083,Ebay,12
2025-05-01,PC,Gaming Laptop,A5520110308,AQ Gamer 3,Philiphines,Brick & Mortar,Distributor,ZZZ4509,Novus,11
2025-05-01,P & A,MotherBoard,A1718150201,AQ MB Crossx,Canada,Brick & Mortar,Retailer,90023022,Nomad Stores,32
2025-05-01,P & A,Mouse,A2118150105,AQ Master wired x1 Ms,Germany,Brick & Mortar,Direct,70012042,AltiQ Exclusive,124
2025-05-01,PC,Personal Laptop,A4419110405,AQ Elite,India,Brick & Mortar,Retailer,90002014,Expression,13
2025-05-01,N & S,Wi fi extender,A7321160303,AQ Wi Power Dx3,Newzealand,E-Commerce,Direct,ZZZ4637,Atliq e Store,100
2025-05-01,P & A,MotherBoard,A1718150202,AQ MB Crossx,Newzealand,E-Commerce,Direct,70009134,Atliq e Store,19
2025-05-01,PC,Personal Laptop,A4318110301,AQ Velocity,United Kingdom,Brick & Mortar,Retailer,90021090,Radio Popular,10
2025-05-01,P & A,Processors,A1119150203,AQ 5000 Series Electron 8 5900X Desktop Processor,India,Brick & Mortar,Direct,70002017,AltiQ Exclusive,104 units
2025-05-01,P & A,Mouse,A2721150702,AQ Trigger Ms,United Kingdom,E-Commerce,Retailer,90021095,Amazon,207
