date,division,category,product_code,product,market,platform,channel,customer_code,customer_name,forecast_quantity
2025-05-01,N & S,USB Flash Drives,A6720160103,AQ Pen Drive 2 IN 1,Germany,E-Commerce,Retailer,90012041,Amazon,166
2025-05-01,P & A,MotherBoard,A1718150202,AQ MB Crossx,Philiphines,Brick & Mortar,Distributor,ZZZ1349,Novus,23
2025-01-05,P & A,Mouse,A2420150406,AQ Lite Ms,Germany,E-Commerce,Retailer,90012041,Amazon,42 units
2025-05-01,PC,Business Laptop,A5119110302,AQ BZ Gen Y,Germany,Brick & Mortar,Retailer,90012034,Otto,2
2025-05-01,PC,Gaming Laptop,A5520110306,AQ Gamer 3,United Kingdom,Brick & Mortar,Retailer,90021091,Expert,7
2025-05-01,PC,Gaming Laptop,A5520110307,AQ Gamer 3,United Kingdom,Brick & Mortar,Retailer,90021086,Electricalsquipo Stores,2
2025-05-01,PC,Personal Desktop,A6019110107,AQ Home Allin1,South Korea,E-Commerce,Direct,70007199,Atliq e Store,1
2025-05-01,PC,Gaming Laptop,A5419110201,AQ Gamer 2,Italy,Brick & Mortar,Retailer,90013118,Fnac-Darty,80
2025-05-01,P & A,Keyboard,A3320150504,AQ Maxima,Mexico,E-Commerce,Direct,70026206,Atliq e Store,20
2025-05-01,PC,Personal Laptop,A4720110702,AQ GEN Z,Italy,Brick & Mortar,Retailer,90013121,Boulanger,2 units
2025-05-01,P & A,Graphic Card,A0721150404,AQ GT 21,Japan,Brick & Mortar,Retailer,90004065,Neptune,6 units
2025-05-01,P & A,Keyboard,A3521150704,AQ Trigger,USA,Brick & Mortar,Retailer,90022078,Costco,220
2025-01-05,P & A,Mouse,A2419150401,AQ Lite Ms,Austria,Brick & Mortar,Retailer,90020097,Atlas Stores,37
2025-05-01,PC,Personal Laptop,A4118110106,AQ Aspiron,France,Brick & Mortar,Retailer,90011190,Media Markt,4
2025-05-01,N & S,External Solid State Drives,A6219160103,AQ Digit SSD,Netherlands,E-Commerce,Retailer,90014141,Amazon,80
2025-05-01,P & A,Batteries,A3920150303,AQ LION x3,Spain,Brick & Mortar,Retailer,90018105,Integration Stores,6
2025-05-01,P & A,Internal HDD,A0219150201,AQ WereWolf NAS Internal Hard Drive HDD â€“ 8.89 cm,United Kingdom,Brick & Mortar,Retailer,90021086,Electricalsquipo Stores,69
2025-01-05,PC,Gaming Laptop,A5419110207,AQ Gamer 2,Japan,Brick & Mortar,Retailer,90004061,Info Stores,1
2025-05-01,PC,Personal Laptop,A4721110704,AQ GEN Z,Poland,Brick & Mortar,Direct,70016177,AltiQ Exclusive,2
2025-05-01,PC,Business Laptop,A5821110108,AQ BZ Allin1,Portugal,Brick & Mortar,Retailer,90017049,Premium Stores,3
2025-05-01,PC,Business Laptop,A5219110402,AQ BZ Gen Z,Japan,Brick & Mortar,Retailer,90004061,Info Stores,2
2025-05-01,P & A,Processors,A1219150303,AQ 5000 Series Ultron 8 5900X Desktop Processor,Japan,Brick & Mortar,Retailer,90004062,Flawless Stores,5
2025-05-01,P & A,Batteries,A3818150202,AQ LION x2,Canada,Brick & Mortar,Retailer,90023029,Staples,36
2025-05-01,P & A,Keyboard,A3320150504,AQ Maxima,Italy,Brick & Mortar,Retailer,90013119,Argos (Sainsbury's),21
2025-05-01,P & A,Keyboard,A3521150705,AQ Trigger,United Kingdom,Brick & Mortar,Retailer,90021089,Atlas Stores,3240
2025-05-01,P & A,Keyboard,A3119150301,AQ Gamers,Norway,Brick & Mortar,Retailer,90015146,Mbit,74
2025-05-01,PC,Personal Laptop,A4721110703,AQ GEN Z,Canada,Brick & Mortar,Retailer,90023029,,10
2025-05-01,P & A,Batteries,A3819150203,AQ LION x2,Bangladesh,E-Commerce,Retailer,90010046,Amazon,9
2025-05-01,P & A,Processors,A1420150502,AQ Electron 4 3600 Desktop Processor,Canada,Brick & Mortar,Retailer,90023027,Costco,94
2025-05-01,P & A,MotherBoard,A1618150101,AQ MB Elite,Portugal,Brick & Mortar,Retailer,90017057,Euronics,18 units
2025-05-01,PC,Gaming Laptop,A5318110103,AQ Gamer 1,USA,Brick & Mortar,Retailer,90022079,,6 units
2025-05-01,N & S,External Solid State Drives,A6419160303,AQ Clx1,Portugal,Brick & Mortar,Retailer,90017053,Info Stores,106
2025-05-01,P & A,Processors,A1119150203,AQ 5000 Series Electron 8 5900X Desktop Processor,Indonesia,Brick & Mortar,Retailer,90003179,Acclaimed Stores,12
2025-05-01,N & S,External Solid State Drives,A6319160203,AQ Neuer SSD,United Kingdom,Brick & Mortar,Retailer,90021090,Radio Popular,302
2025-05-01,N & S,Wi fi extender,A7119160103,AQ Wi Power Dx1,Canada,Brick & Mortar,Retailer,90023026,Relief,223
2025-05-01,P & A,Internal HDD,A0321150302,AQ Zion Saga,USA,E-Commerce,Retailer,90022083,Ebay,63
2025-05-01,P & A,Graphic Card,A0721150403,AQ GT 21,Netherlands,Brick & Mortar,Retailer,90014135,Electricalslance Stores,3
2025-05-01,P & A,Internal HDD,A0118150102,AQ Dracula HDD â€“ 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache,Spain,E-Commerce,Retailer,90018106,Flipkart,12
2025-01-05,P & A,Batteries,A4020150402,AQ Mx NB,USA,Brick & Mortar,Retailer,90022079,walmart,30
2025-05-01,P & A,Processors,A1219150301,AQ 5000 Series Ultron 8 5900X Desktop Processor,United Kingdom,Brick & Mortar,Retailer,90021086,Electricalsquipo Stores,98
2025-05-01,P & A,Graphic Card,A0519150202,AQ Mforce Gen Y,India,Brick & Mortar,Retailer,90002014,Expression,105
2025-05-01,PC,Business Laptop,A5820110102,AQ BZ Allin1,China,E-Commerce,Retailer,90001021,Taobao,9
2025-05-01,PC,Personal Laptop,A4620110608,AQ Gen Y,India,Brick & Mortar,Retailer,90002011,Atliq Exclusive,7
2025-05-01,P & A,Graphic Card,A0418150106,AQ Mforce Gen X,Italy,E-Commerce,Direct,70013126,Atliq e Store,28
2025-05-01,P & A,Mouse,A2218150201,AQ Master wireless x1 Ms,Norway,Brick & Mortar,Retailer,90015146,Mbit,170
2025-05-01,P & A,MotherBoard,A1819150304,AQ MB Crossx 2,Portugal,Brick & Mortar,Retailer,90017054,Flawless Stores,5
2025-05-01,P & A,Internal HDD,A0118150102,AQ Dracula HDD â€“ 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache,France,Brick & Mortar,-,90011187,Chip 7,31 units
2025-05-01,N & S,USB Flash Drives,A6818160202,AQ Pen Drive DRC,Netherlands,Brick & Mortar,Direct,70014142,AltiQ Exclusive,71
2025-05-01,P & A,Graphic Card,A0418150105,AQ Mforce Gen X,Germany,E-Commerce,Retailer,90012041,Amazon,4
2025-05-01,PC,Personal Laptop,A4520110506,AQ Gen X,Poland,Brick & Mortar,Direct,70016177,AltiQ Exclusive,2
2025-05-01,PC,Business Laptop,A5018110201,AQ BZ Compact,Pakistan,E-Commerce,Retailer,90005162,Amazon,20
2025-05-01,PC,Personal Desktop,A6120110206,AQ HOME Allin1 Gen 2,Canada,Brick & Mortar,Retailer,90023022,Nomad Stores,2
2025-05-01,P & A,Internal HDD,A0118150103,AQ Dracula HDD â€“ 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache,Newzealand,Brick & Mortar,Direct,70009133,AltiQ Exclusive,10
2025-05-01,PC,Personal Laptop,A4118110105,AQ Aspiron,United Kingdom,Brick & Mortar,Retailer,90021087,Logic Stores,3
2025-05-01,P & A,Mouse,A2721150704,AQ Trigger Ms,Chile,Brick & Mortar,Retailer,90024183,Electricalsbea Stores,22
2025-05-01,P & A,Mouse,A2219150203,AQ Master wireless x1 Ms,France,Brick & Mortar,Retailer,90011186,Elite,240 units
2025-05-01,P & A,Keyboard,A3521150704,AQ Trigger,Spain,Brick & Mortar,Retailer,90018109,Chiptec,66
2025-05-01,P & A,Keyboard,A3420150602,AQ Qwerty,Newzealand,Brick & Mortar,Retailer,90009131,Path,23
2025-05-01,PC,Gaming Laptop,A5621110408,AQ Smash 1,Philiphines,Brick & Mortar,Distributor,80006154,Synthetic,4
2025-05-01,PC,Personal Laptop,A4218110202,AQ Digit,Bangladesh,Brick & Mortar,Retailer,90010045,Control,2
2025-05-01,PC,Business Laptop,A5018110206,AQ BZ Compact,Bangladesh,Brick & Mortar,Direct,70010047,AltiQ Exclusive,3
2025-05-01,PC,Personal Laptop,A4118110105,AQ Aspiron,South Korea,E-Commerce,Direct,70007199,Atliq e Store,3
2025-05-01,P & A,MotherBoard,A1819150301,AQ MB Crossx 2,Germany,Brick & Mortar,Retailer,90012033,Digimarket,13
2025-05-01,P & A,Keyboard,A2918150105,AQ Master wired x1,Pakistan,E-Commerce,Retailer,90005162,Amazon,31
2025-05-01,PC,Personal Laptop,A4620110603,AQ Gen Y,Italy,Brick & Mortar,Retailer,90013122,Radio Popular,2 units
2025-05-01,PC,Business Laptop,A5219110403,AQ BZ Gen Z,Mexico,E-Commerce,Retailer,90026205,Amazon,1 units
2025-01-05,PC,Gaming Laptop,A5419110207,AQ Gamer 2,Italy,Brick & Mortar,Retailer,ZZZ2496,Argos (Sainsbury's),1
2025-01-05,PC,Business Laptop,A4918110103,AQ BZ 101,Poland,Brick & Mortar,Retailer,90016171,Electricalsara Stores,2
2025-01-05,P & A,Keyboard,A3119150302,AQ Gamers,Japan,E-Commerce,Retailer,90004067,Amazon,57
2025-05-01,PC,Gaming Laptop,A5419110206,AQ Gamer 2,United Kingdom,Brick & Mortar,Retailer,90021093,Chip 7,8
2025-05-01,PC,Business Laptop,A5821110108,AQ BZ Allin1,Norway,Brick & Mortar,Retailer,90015145,Synthetic,2
2025-05-01,P & A,Graphic Card,A0821150501,AQ Marquee P3,Portugal,E-Commerce,Retailer,90017059,Amazon,20
2025-05-01,PC,Personal Laptop,A4319110306,AQ Velocity,Bangladesh,Brick & Mortar,Retailer,90010045,Control,6
2025-05-01,N & S,Wi fi extender,A7321160301,AQ Wi Power Dx3,Philiphines,Brick & Mortar,Distributor,80006155,Novus,312
2025-05-01,P & A,Internal HDD,A0219150202,AQ WereWolf NAS Internal Hard Drive HDD â€“ 8.89 cm,Spain,E-Commerce,Retailer,90018106,Flipkart,5
2025-01-05,P & A,Internal HDD,A0118150104,AQ Dracula HDD â€“ 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache,France,Brick & Mortar,Retailer,90011186,Elite,42
2025-05-01,P & A,Keyboard,A2918150106,AQ Master wired x1,Portugal,Brick & Mortar,Retailer,90017057,Euronics,93
2025-05-01,P & A,Batteries,A3920150301,AQ LION x3,Japan,E-Commerce,Retailer,90004067,Amazon,9
2025-05-01,P & A,Mouse,A2319150303,AQ Gamers Ms,Portugal,Brick & Mortar,Retailer,90017051,Forward Stores,167
2025-05-01,N & S,External Solid State Drives,A6419160302,AQ Clx1,Italy,Brick & Mortar,Retailer,90013118,Fnac-Darty,40
2025-05-01,P & A,Mouse,A2419150402,AQ Lite Ms,Norway,Brick & Mortar,Direct,70015151,,170
2025-05-01,P & A,MotherBoard,A1819150303,AQ MB Crossx 2,India,Brick & Mortar,Retailer,90002011,Atliq Exclusive,29
2025-05-01,P & A,Batteries,A3819150205,AQ LION x2,Spain,E-Commerce,Direct,70018115,,14
2025-01-05,PC,Business Laptop,A5219110401,AQ BZ Gen Z,Portugal,Brick & Mortar,Retailer,90017057,Euronics,6
2025-05-01,P & A,Keyboard,A2918150102,AQ Master wired x1,USA,Brick & Mortar,Retailer,90022077,Radio Shack,273
2025-05-01,P & A,Mouse,A2620150606,AQ Qwerty Ms,Japan,Brick & Mortar,Retailer,90004066,Surface Stores,68
2025-05-01,P & A,Processors,A1118150202,AQ 5000 Series Electron 8 5900X Desktop Processor,Germany,E-Commerce,Direct,70012043,Atliq e Store,6
2025-05-01,N & S,Wi fi extender,A7220160203,AQ Wi Power Dx2,Germany,Brick & Mortar,Retailer,90012037,Saturn,32
2025-05-01,P & A,MotherBoard,A1718150201,AQ MB Crossx,Bangladesh,Brick & Mortar,Retailer,90010045,Control,21
2025-05-01,P & A,Mouse,A2219150206,AQ Master wireless x1 Ms,USA,Brick & Mortar,Retailer,90022078,Costco,406
2025-05-01,P & A,Batteries,A3718150105,AQ LION x1,USA,E-Commerce,Retailer,90022081,Amazon,40
2025-05-01,PC,Business Laptop,A5018110205,AQ BZ Compact,Poland,Brick & Mortar,Direct,70016177,AltiQ Exclusive,1
2025-05-01,PC,Business Laptop,A5119110301,AQ BZ Gen Y,Australia,Brick & Mortar,Retailer,90008167,Electricalsocity,6
2025-05-01,P & A,Batteries,A3920150301,AQ LION x3,Portugal,Brick & Mortar,Retailer,90017057,Euronics,14
2025-05-01,PC,Business Laptop,A5820110104,AQ BZ Allin1,India,Brick & Mortar,Retailer,90002002,Croma,31 units
2025-05-01,PC,Personal Laptop,A4419110403,AQ Elite,USA,Brick & Mortar,Retailer,90022078,Costco,9
2025-01-05,P & A,Mouse,A2520150503,AQ Maxima Ms,USA,Brick & Mortar,Retailer,90022071,Acclaimed Stores,440
2025-05-01,P & A,Mouse,A2721150705,AQ Trigger Ms,Mexico,E-Commerce,Retailer,90026205,Amazon,13
2025-05-01,P & A,Batteries,A3920150304,AQ LION x3,Spain,E-Commerce,Retailer,90018106,Flipkart,8
2025-01-05,P & A,Mouse,A2720150701,AQ Trigger Ms,Spain,Brick & Mortar,Retailer,90018110,Boulanger,101
2025-05-01,PC,Business Laptop,A5018110201,AQ BZ Compact,France,Brick & Mortar,Retailer,90011191,Sorefoz,3
2025-05-01,P & A,Mouse,A2721150704,AQ Trigger Ms,South Korea,Brick & Mortar,Direct,70007198,AltiQ Exclusive,314
2025-01-05,PC,Personal Laptop,A4118110107,AQ Aspiron,Austria,Brick & Mortar,Retailer,90020102,Fnac-Darty,1 units
2025-05-01,PC,Gaming Laptop,A5721110505,AQ Smash 2,China,Brick & Mortar,Distributor,80001019,Neptune,9
2025-05-01,P & A,Mouse,A2118150106,AQ Master wired x1 Ms,France,Brick & Mortar,Retailer,ZZZ9864,UniEuro,178
2025-05-01,PC,Personal Laptop,A4218110206,AQ Digit,Spain,Brick & Mortar,Retailer,90018105,Integration Stores,2
2025-05-01,PC,Personal Laptop,A4520110507,AQ Gen X,France,Brick & Mortar,Retailer,90011187,Chip 7,8
2025-05-01,PC,Business Laptop,A5018110201,AQ BZ Compact,Poland,Brick & Mortar,Retailer,90016175,Argos (Sainsbury's),1
2025-05-01,P & A,Batteries,A4021150405,AQ Mx NB,Mexico,E-Commerce,Direct,70026206,,1
2025-05-01,P & A,Graphic Card,A0620150306,AQ Mforce Gen Z,Philiphines,Brick & Mortar,Distributor,80006154,Synthetic,27
2025-05-01,P & A,Batteries,A3818150202,AQ LION x2,Portugal,Brick & Mortar,Retailer,90017053,Info Stores,10 units
2025-05-01,PC,Gaming Laptop,A5721110505,AQ Smash 2,Philiphines,Brick & Mortar,Distributor,80006154,Synthetic,5
2025-05-01,PC,Personal Laptop,A4520110505,AQ Gen X,Italy,Brick & Mortar,Direct,70013125,,2 units
2025-05-01,P & A,Graphic Card,A0821150501,AQ Marquee P3,Japan,Brick & Mortar,Direct,70004069,AltiQ Exclusive,5
2025-05-01,P & A,Mouse,A2219150205,AQ Master wireless x1 Ms,United Kingdom,E-Commerce,Retailer,90021095,Amazon,158
2025-05-01,PC,Gaming Laptop,A5419110204,AQ Gamer 2,USA,Brick & Mortar,Retailer,90022075,BestBuy,4 units
2025-05-01,PC,Gaming Laptop,A5519110302,AQ Gamer 3,Germany,E-Commerce,UNKNOWN,70012043,Atliq e Store,40
2025-05-01,PC,Gaming Laptop,A5419110206,AQ Gamer 2,USA,E-Commerce,Direct,70022085,Atliq e Store,8
2025-05-01,N & S,External Solid State Drives,A6520160402,AQ Clx2,Pakistan,E-Commerce,Retailer,90005162,Amazon,139
2025-05-01,P & A,Batteries,A4020150401,AQ Mx NB,France,Brick & Mortar,Retailer,90011190,Media Markt,24
2025-05-01,PC,Gaming Laptop,A5621110404,AQ Smash 1,United Kingdom,Brick & Mortar,Retailer,90021091,,5
2025-05-01,PC,Gaming Laptop,A5721110503,AQ Smash 2,Philiphines,E-Commerce,Direct,70006158,Atliq e Store,2
2025-05-01,P & A,Keyboard,A3019150205,AQ Master wireless x1,Canada,Brick & Mortar,Direct,ZZZ2402,AltiQ Exclusive,113
2025-05-01,P & A,Graphic Card,A0620150303,AQ Mforce Gen Z,Japan,Brick & Mortar,Retailer,90004062,Flawless Stores,3 units
2025-05-01,P & A,MotherBoard,A1718150202,AQ MB Crossx,South Korea,Brick & Mortar,Direct,70007198,AltiQ Exclusive,4
2025-01-05,PC,Personal Desktop,A6019110108,AQ Home Allin1,India,Brick & Mortar,Retailer,ZZZ7367,Expression,1
2025-05-01,PC,Gaming Laptop,A5520110305,AQ Gamer 3,Philiphines,Brick & Mortar,Retailer,90006153,Insight,1
2025-05-01,P & A,Graphic Card,A0621150308,AQ Mforce Gen Z,Newzealand,Brick & Mortar,Direct,70009133,AltiQ Exclusive,4
2025-05-01,PC,Business Laptop,A4918110102,AQ BZ 101,United Kingdom,Brick & Mortar,Retailer,90021089,Atlas Stores,260
2025-01-05,PC,Personal Laptop,A4419110404,AQ Elite,Spain,E-Commerce,Direct,70018115,Atliq e Store,3
2025-05-01,P & A,Keyboard,A3120150305,AQ Gamers,Portugal,Brick & Mortar,Retailer,90017057,Euronics,52
2025-05-01,N & S,USB Flash Drives,A6818160202,AQ Pen Drive DRC,Portugal,E-Commerce,Retailer,90017059,Amazon,126
2025-05-01,PC,Business Laptop,A5119110308,AQ BZ Gen Y,Spain,Brick & Mortar,Retailer,90018107,Elite,3 units
2025-05-01,P & A,Processors,A1018150101,AQ 5000 Series Electron 9 5900X Desktop Processor,Austria,Brick & Mortar,Retailer,90020098,Electricalsquipo Stores,6
2025-05-01,P & A,MotherBoard,A1618150104,AQ MB Elite,Netherlands,Brick & Mortar,Retailer,90014135,Electricalslance Stores,2
2025-05-01,N & S,External Solid State Drives,A6620160501,AQ Clx3,France,Brick & Mortar,Direct,70011193,AltiQ Exclusive,99
2025-05-01,P & A,Batteries,A4021150405,AQ Mx NB,Italy,Brick & Mortar,UNKNOWN,90013119,Argos (Sainsbury's),9
2025-05-01,PC,Personal Laptop,A4520110505,AQ Gen X,Portugal,Brick & Mortar,Retailer,90017051,,4
2025-05-01,PC,Gaming Laptop,A5318110107,AQ Gamer 1,India,Brick & Mortar,Direct,70002017,AltiQ Exclusive,17
2025-05-01,P & A,Mouse,A2219150203,AQ Master wireless x1 Ms,Bangladesh,Brick & Mortar,Retailer,90010045,Control,136
2025-05-01,PC,Gaming Laptop,A5419110203,AQ Gamer 2,Canada,Brick & Mortar,Retailer,90023026,Relief,5
2025-05-01,P & A,Keyboard,A3521150701,AQ Trigger,Germany,E-Commerce,Retailer,90012041,Amazon,32
2025-05-01,PC,Business Laptop,A5119110302,AQ BZ Gen Y,France,Brick & Mortar,Direct,70011193,AltiQ Exclusive,6
2025-05-01,P & A,Mouse,A2219150204,AQ Master wireless x1 Ms,Germany,E-Commerce,Retailer,90012041,Amazon,84
2025-05-01,P & A,Mouse,A2118150103,AQ Master wired x1 Ms,Bangladesh,Brick & Mortar,Retailer,90010045,Control,26
2025-05-01,P & A,Mouse,A2118150102,AQ Master wired x1 Ms,United Kingdom,E-Commerce,Retailer,90021095,Amazon,207
2025-05-01,N & S,Wi fi extender,A7321160303,AQ Wi Power Dx3,Brazil,E-Commerce,Retailer,90027207,Amazon,21 units
2025-05-01,N & S,USB Flash Drives,A6720160103,AQ Pen Drive 2 IN 1,India,E-Commerce,Retailer,90002010,Ebay,1423
2025-05-01,P & A,MotherBoard,A1618150102,AQ MB Elite,Portugal,Brick & Mortar,Retailer,90017053,Info Stores,12
2025-05-01,P & A,Mouse,A2520150501,AQ Maxima Ms,USA,E-Commerce,Direct,70022085,Atliq e Store,162
2025-05-01,P & A,Processors,A1018150103,AQ 5000 Series Electron 9 5900X Desktop Processor,Germany,Brick & Mortar,Retailer,90012033,Digimarket,20
2025-05-01,PC,Business Laptop,A5018110204,AQ BZ Compact,USA,E-Commerce,Retailer,90022082,Amazon,14
2025-05-01,P & A,Mouse,A2319150306,AQ Gamers Ms,USA,E-Commerce,Retailer,90022082,Amazon,584
2025-05-01,N & S,External Solid State Drives,A6620160501,AQ Clx3,Pakistan,E-Commerce,Retailer,90005162,Amazon,113
2025-01-05,P & A,Processors,A1421150503,AQ Electron 4 3600 Desktop Processor,India,Brick & Mortar,Direct,70002017,AltiQ Exclusive,214
2025-05-01,P & A,Batteries,A3920150302,AQ LION x3,USA,E-Commerce,Retailer,90022082,Amazon,47
2025-05-01,P & A,Batteries,A3718150101,AQ LION x1,South Korea,E-Commerce,Retailer,90007197,Amazon,4
2025-05-01,P & A,Batteries,A3818150201,AQ LION x2,Sweden,E-Commerce,Retailer,90019203,Amazon,2
2025-05-01,P & A,Batteries,A4020150402,AQ Mx NB,Italy,Brick & Mortar,Retailer,90013118,Fnac-Darty,10
2025-05-01,P & A,Processors,A1219150303,AQ 5000 Series Ultron 8 5900X Desktop Processor,Australia,Brick & Mortar,Retailer,90008165,,67
2025-05-01,PC,Personal Laptop,A4419110408,AQ Elite,India,Brick & Mortar,Retailer,ZZZ7622,Propel,28
2025-05-01,PC,Gaming Laptop,A5419110207,AQ Gamer 2,France,Brick & Mortar,Retailer,90011191,Sorefoz,5
2025-05-01,PC,Personal Laptop,A4620110606,AQ Gen Y,Portugal,E-Commerce,Retailer,90017059,Amazon,2
2025-05-01,P & A,Keyboard,A3220150404,AQ Lite,China,Brick & Mortar,Distributor,80001019,Neptune,425
2025-05-01,PC,Business Laptop,A5219110402,AQ BZ Gen Z,Japan,Brick & Mortar,Retailer,90004065,Neptune,1
2025-05-01,PC,Gaming Laptop,A5318110108,AQ Gamer 1,India,E-Commerce,Retailer,90002010,Ebay,9
2025-05-01,P & A,Graphic Card,A0519150203,AQ Mforce Gen Y,Germany,Brick & Mortar,Direct,70012042,AltiQ Exclusive,16
2025-05-01,PC,Gaming Laptop,A5519110304,AQ Gamer 3,Japan,E-Commerce,Retailer,90004067,Amazon,1
2025-05-01,PC,Gaming Laptop,A5721110506,AQ Smash 2,Philiphines,Brick & Mortar,Distributor,80006154,Synthetic,15
2025-05-01,PC,Business Laptop,A5820110104,AQ BZ Allin1,Spain,Brick & Mortar,Retailer,90018105,Integration Stores,5
2025-05-01,PC,Gaming Laptop,A5721110504,AQ Smash 2,Japan,Brick & Mortar,Direct,70004069,AltiQ Exclusive,1
2025-05-01,P & A,Mouse,A2118150105,AQ Master wired x1 Ms,Newzealand,Brick & Mortar,Retailer,90009131,Path,67
2025-05-01,PC,Personal Laptop,A4118110105,AQ Aspiron,Netherlands,Brick & Mortar,Retailer,90014138,Mbit,1 units
2025-05-01,PC,Personal Laptop,A4319110302,AQ Velocity,Germany,Brick & Mortar,Direct,70012042,AltiQ Exclusive,3
2025-05-01,P & A,Keyboard,A3521150702,AQ Trigger,Mexico,E-Commerce,Direct,70026206,Atliq e Store,9
2025-05-01,PC,Gaming Laptop,A5620110401,AQ Smash 1,Austria,Brick & Mortar,Retailer,90020102,Fnac-Darty,20
2025-01-05,PC,Gaming Laptop,A5419110204,AQ Gamer 2,Newzealand,Brick & Mortar,Retailer,90009131,Path,60
2025-05-01,PC,Business Laptop,A5018110201,AQ BZ Compact,Japan,Brick & Mortar,Retailer,90004061,Info Stores,2
2025-05-01,P & A,Keyboard,A3421150605,AQ Qwerty,Germany,Brick & Mortar,Retailer,90012034,Otto,40
2025-05-01,P & A,Graphic Card,A0621150308,AQ Mforce Gen Z,Poland,Brick & Mortar,Retailer,90016175,Argos (Sainsbury's),9
2025-05-01,PC,Gaming Laptop,A5519110302,AQ Gamer 3,China,E-Commerce,Retailer,90001021,Taobao,4
2025-05-01,P & A,MotherBoard,A1919150403,AQ MB Lito,Canada,Brick & Mortar,Retailer,90023027,Costco,30
2025-01-05,PC,Business Laptop,A5119110308,AQ BZ Gen Y,Newzealand,E-Commerce,Direct,70009134,Atliq e Store,3
2025-01-05,N & S,Wi fi extender,A7220160203,AQ Wi Power Dx2,Portugal,Brick & Mortar,Retailer,90017053,Info Stores,53
2025-05-01,P & A,Keyboard,A3521150704,AQ Trigger,China,Brick & Mortar,-,80001019,Neptune,547
2025-01-05,P & A,Graphic Card,A0519150206,AQ Mforce Gen Y,Canada,Brick & Mortar,Retailer,90023027,Costco,20
2025-05-01,P & A,Mouse,A2419150402,AQ Lite Ms,South Korea,Brick & Mortar,Distributor,80007195,Sage,158 units
2025-05-01,PC,Personal Laptop,A4319110305,AQ Velocity,France,Brick & Mortar,Retailer,90011191,Sorefoz,9
2025-05-01,PC,Personal Laptop,A4419110406,AQ Elite,China,E-Commerce,Retailer,90001021,Taobao,3
2025-05-01,P & A,Processors,A1219150301,AQ 5000 Series Ultron 8 5900X Desktop Processor,Spain,E-Commerce,Retailer,90018114,Amazon,36
2025-05-01,PC,Business Laptop,A5219110403,AQ BZ Gen Z,Pakistan,Brick & Mortar,Retailer,90005159,Expression,1
2025-05-01,PC,Personal Laptop,A4118110106,AQ Aspiron,Bangladesh,Brick & Mortar,Direct,70010047,AltiQ Exclusive,2
2025-05-01,PC,Personal Laptop,A4419110401,AQ Elite,Germany,Brick & Mortar,Retailer,90012037,Saturn,1
2025-01-05,PC,Business Laptop,A5119110306,AQ BZ Gen Y,Pakistan,Brick & Mortar,Retailer,90005159,Expression,4
2025-05-01,PC,Personal Desktop,A6018110103,AQ Home Allin1,Philiphines,Brick & Mortar,Distributor,80006154,Synthetic,1
2025-05-01,N & S,External Solid State Drives,A6319160201,AQ Neuer SSD,United Kingdom,Brick & Mortar,Retailer,90021086,Electricalsquipo Stores,237
2025-05-01,P & A,Graphic Card,A0519150207,AQ Mforce Gen Y,USA,Brick & Mortar,Retailer,90022078,Costco,90
2025-05-01,PC,Business Laptop,A5019110208,AQ BZ Compact,Pakistan,Brick & Mortar,Retailer,90005161,Zone,1
2025-01-05,PC,Business Laptop,A5018110201,AQ BZ Compact,Canada,Brick & Mortar,Retailer,90023027,Costco,8
2025-05-01,P & A,Mouse,A2419150403,AQ Lite Ms,Portugal,Brick & Mortar,Retailer,90017058,Mbit,52
2025-01-05,P & A,Keyboard,A3119150303,AQ Gamers,Newzealand,Brick & Mortar,Retailer,90009129,Leader,21
2025-05-01,P & A,MotherBoard,A1618150101,AQ MB Elite,France,Brick & Mortar,Retailer,90011187,Chip 7,22
2025-05-01,P & A,MotherBoard,A2020150501,AQ MB Lito 2,Portugal,Brick & Mortar,Retailer,90017051,Forward Stores,16
2025-05-01,PC,Personal Desktop,A6018110103,AQ Home Allin1,USA,E-Commerce,Retailer,90022081,Amazon,80
2025-05-01,P & A,Internal HDD,A0118150101,AQ Dracula HDD â€“ 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache,Pakistan,Brick & Mortar,Retailer,90005161,Zone,5
2025-05-01,PC,Gaming Laptop,A5621110403,AQ Smash 1,Spain,Brick & Mortar,Retailer,90018105,Integration Stores,2
2025-05-01,P & A,Keyboard,A3019150204,AQ Master wireless x1,Canada,E-Commerce,Retailer,90023023,Amazon,100
2025-05-01,P & A,Processors,A1219150302,AQ 5000 Series Ultron 8 5900X Desktop Processor,Spain,Brick & Mortar,Retailer,ZZZ2479,ElkjÃ¸p,5
2025-05-01,PC,Gaming Laptop,A5621110405,AQ Smash 1,France,Brick & Mortar,UNKNOWN,90011186,Elite,2
2025-05-01,P & A,Keyboard,A3521150702,AQ Trigger,Germany,E-Commerce,Direct,70012043,Atliq e Store,61
2025-05-01,P & A,MotherBoard,A2020150501,AQ MB Lito 2,United Kingdom,Brick & Mortar,Retailer,90021086,Electricalsquipo Stores,20
